row_key,ticker,fiscal_year,fiscal_year_end,confirmed_public_entry_date_jalali,confirmed_public_entry_date_gregorian,eligible_listing_stage123_proxy,verification_status,listed_by_fiscal_year_end_verified,eligible_listing_financial_verified,listing_eligibility_status_verified,days_listed_before_fiscal_year_end,eligibility_changed_vs_stage123_proxy,change_direction
وکغدیر|1394,وکغدیر,1394,1394-06-31,1401-12-23,2023-03-14,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
وکغدیر|1395,وکغدیر,1395,1395-06-31,1401-12-23,2023-03-14,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
وکغدیر|1396,وکغدیر,1396,1396-06-31,1401-12-23,2023-03-14,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
وکغدیر|1397,وکغدیر,1397,1397-06-31,1401-12-23,2023-03-14,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
وکغدیر|1398,وکغدیر,1398,1398-06-31,1401-12-23,2023-03-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
وکغدیر|1399,وکغدیر,1399,1399-06-31,1401-12-23,2023-03-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
وکغدیر|1400,وکغدیر,1400,1400-06-31,1401-12-23,2023-03-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
وکغدیر|1401,وکغدیر,1401,1401-06-31,1401-12-23,2023-03-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
وکغدیر|1402,وکغدیر,1402,1402-06-31,1401-12-23,2023-03-14,1,verified_user_confirmed,1,1,eligible_verified_public_entry,192,0,unchanged_1
سپید|1397,سپید,1397,1397-12-29,1400-04-23,2021-07-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سپید|1398,سپید,1398,1398-12-29,1400-04-23,2021-07-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سپید|1399,سپید,1399,1399-12-30,1400-04-23,2021-07-14,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سپید|1400,سپید,1400,1400-12-29,1400-04-23,2021-07-14,1,verified_user_confirmed,1,1,eligible_verified_public_entry,249,0,unchanged_1
سپید|1401,سپید,1401,1401-12-29,1400-04-23,2021-07-14,1,verified_user_confirmed,1,1,eligible_verified_public_entry,614,0,unchanged_1
سپید|1402,سپید,1402,1402-12-29,1400-04-23,2021-07-14,1,verified_user_confirmed,1,1,eligible_verified_public_entry,979,0,unchanged_1
اردستان|1399,اردستان,1399,1399-12-30,1401-10-28,2023-01-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
اردستان|1400,اردستان,1400,1400-12-29,1401-10-28,2023-01-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
اردستان|1401,اردستان,1401,1401-12-29,1401-10-28,2023-01-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,61,0,unchanged_1
اردستان|1402,اردستان,1402,1402-12-29,1401-10-28,2023-01-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,426,0,unchanged_1
اروند|1401,اروند,1401,1401-12-29,1404-10-01,2025-12-22,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
اروند|1402,اروند,1402,1402-12-29,1404-10-01,2025-12-22,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
